rxn_id,rxn_type,rxn_date,temperature_deg_c,time_h,startingmat_1_name,startingmat_1_smiles,startingmat_1_eq,startingmat_2_name,startingmat_2_smiles,startingmat_2_eq,reagent_1_name,reagent_1_smiles,reagent_1_eq,catalyst_name,catalyst_smiles,catalyst_eq,solvent_1_name,solvent_1_smiles,solvent_1_fraction,startingmat_1_area%,product_1_name,product_1_smiles,product_1_area%,suff_yield,contains_water,additives_name_merged,additives_smiles_merged,additives_fraction_merged,YieldCategory
ELN032036-463_1_1_H10,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.8830980028072992,IHept,CCCC(CCC)c1cccc(C(CCC)CCC)c1N2C(=C(Cl)N(C2=[Pd](Cl)Cl)c3c(cccc3C(CCC)CCC)C(CCC)CCC)Cl.Clc4cccnc4,0.0793734486055285,Dioxane,C1COCCO1,1.0,0.1645963669669138,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0035522764703458,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_1_H11,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.98720909163826,JosiPhosSL J009-1,NC1=C(C=CC=C1)C2=C([Pd]OS(C)(=O)=O)C=CC=C2.C[C@@H](P(C(C)(C)C)C(C)(C)C)[C]3[C](P(C4CCCCC4)C5CCCCC5)[C][C][C]3.[C]6[C][C][C][C]6.[Fe],0.0796298411736703,Dioxane,C1COCCO1,1.0,0.1475521537544825,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_1_H12,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.923837124523762,CataCXiumA,CCCCP(C12CC3CC(CC(C3)C1)C2)C45CC6CC(CC(C6)C4)C5.Cl[Pd]CC=C,0.0767238353432196,Dioxane,C1COCCO1,1.0,0.4105810631225406,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A1,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.0106386413812625,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0779234118729866,DMAc,CN(C)C(C)=O,1.0,0.6729756600959486,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0013987022556403,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A2,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.968042170016039,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.0826493991756905,DMAc,CN(C)C(C)=O,1.0,0.6290535893604761,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A3,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.8913685215586375,AlPhos,NC1=C(C=CC=C1)C2=C([Pd]OS(=O)(C)=O)C=CC=C2.P([C@]34C[C@@H](C[C@@H](C4)C5)C[C@@H]5C3)([C@@]6(C[C@@H](C7)C8)C[C@H]7C[C@H]8C6)C9=CC=CC=C9N%10CCOCC%10,0.0709803683837911,DMAc,CN(C)C(C)=O,1.0,0.6229954752504405,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A4,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.9893404056986512,BINAP,CS(O[Pd-2]1([P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C6C(C=CC=C6)=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9C=C4)C%10=C(C%11=C([NH2+]1)C=CC=C%11)C=CC=C%10)(=O)=O,0.0705244151551793,DMAc,CN(C)C(C)=O,1.0,0.787744873530028,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A5,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.9126667572412488,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0970430659585973,DMAc,CN(C)C(C)=O,1.0,0.6227426554736907,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A6,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.9893404056986512,meCgPPh,CS(=O)(=O)O[Pd]c1ccccc1-c2ccccc2N.CC34CC5(C)OC(C)(CC(C)(O3)P5c6ccccc6)O4,0.0723006307775965,DMAc,CN(C)C(C)=O,1.0,0.6262418135938126,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0006663666064639,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A7,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.963782522879517,IPENT Cl,CCC(CC)c1cccc(C(CC)CC)c1N2C(=C(Cl)N(C2=[Pd](Cl)Cl)c3c(cccc3C(CC)CC)C(CC)CC)Cl.Cc4ccccn4,0.0838430613945294,DMAc,CN(C)C(C)=O,1.0,0.647592586360976,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A8,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.0106386413812625,QPhos,CC=C[CH2-].CC(C)(C)P(C1=C[CH-]C=C1)C(C)(C)C.C1=CC=C(C=C1)[C-]2C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6.Cl[Pd+].[Fe+2],0.0781008820191915,DMAc,CN(C)C(C)=O,1.0,0.6509433584990999,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.004544811278344,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A9,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.865810638739504,XantPhos,CC1(C)C2=CC=CC3=C2OC4=C1C=CC=C4[P]([Pd](Cl)(CC=C)[P](C5=CC=CC=C5)3C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,0.0646301057026931,DMAc,CN(C)C(C)=O,1.0,0.6241702422435534,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A10,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.7678387545994907,IHept,CCCC(CCC)c1cccc(C(CCC)CCC)c1N2C(=C(Cl)N(C2=[Pd](Cl)Cl)c3c(cccc3C(CCC)CCC)C(CCC)CCC)Cl.Clc4cccnc4,0.0895840430934342,DMAc,CN(C)C(C)=O,1.0,0.6528401232754983,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0002374491039811,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A11,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.06175440701953,JosiPhosSL J009-1,NC1=C(C=CC=C1)C2=C([Pd]OS(C)(=O)=O)C=CC=C2.C[C@@H](P(C(C)(C)C)C(C)(C)C)[C]3[C](P(C4CCCCC4)C5CCCCC5)[C][C][C]3.[C]6[C][C][C][C]6.[Fe],0.0869568416497165,DMAc,CN(C)C(C)=O,1.0,0.6107703744601372,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_A12,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,1.835993108783848,CataCXiumA,CCCCP(C12CC3CC(CC(C3)C1)C2)C45CC6CC(CC(C6)C4)C5.Cl[Pd]CC=C,0.0675523270974533,DMAc,CN(C)C(C)=O,1.0,0.658774628285398,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0064623478660691,0,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B1,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0758457312471237,DMAc,CN(C)C(C)=O,1.0,0.6291233049591431,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B2,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.0734032071269487,DMAc,CN(C)C(C)=O,1.0,0.6111278846235916,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.014925514149881,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B3,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,AlPhos,NC1=C(C=CC=C1)C2=C([Pd]OS(=O)(C)=O)C=CC=C2.P([C@]34C[C@@H](C[C@@H](C4)C5)C[C@@H]5C3)([C@@]6(C[C@@H](C7)C8)C[C@H]7C[C@H]8C6)C9=CC=CC=C9N%10CCOCC%10,0.0807319073160781,DMAc,CN(C)C(C)=O,1.0,0.615674591616416,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B4,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,BINAP,CS(O[Pd-2]1([P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C6C(C=CC=C6)=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9C=C4)C%10=C(C%11=C([NH2+]1)C=CC=C%11)C=CC=C%10)(=O)=O,0.0859922910116888,DMAc,CN(C)C(C)=O,1.0,0.7555112716244744,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0014651040017407,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B5,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0776369567809653,DMAc,CN(C)C(C)=O,1.0,0.6200379934211934,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0004138107496535,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B6,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,meCgPPh,CS(=O)(=O)O[Pd]c1ccccc1-c2ccccc2N.CC34CC5(C)OC(C)(CC(C)(O3)P5c6ccccc6)O4,0.0647991505045012,DMAc,CN(C)C(C)=O,1.0,0.6349519608264932,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B7,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,IPENT Cl,CCC(CC)c1cccc(C(CC)CC)c1N2C(=C(Cl)N(C2=[Pd](Cl)Cl)c3c(cccc3C(CC)CC)C(CC)CC)Cl.Cc4ccccn4,0.0741701021258361,DMAc,CN(C)C(C)=O,1.0,0.5993724484725902,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0043326752015624,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B8,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,QPhos,CC=C[CH2-].CC(C)(C)P(C1=C[CH-]C=C1)C(C)(C)C.C1=CC=C(C=C1)[C-]2C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6.Cl[Pd+].[Fe+2],0.0810852489285989,DMAc,CN(C)C(C)=O,1.0,0.5952553546273778,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.00296928280555,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B9,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,XantPhos,CC1(C)C2=CC=CC3=C2OC4=C1C=CC=C4[P]([Pd](Cl)(CC=C)[P](C5=CC=CC=C5)3C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,0.067001417597857,DMAc,CN(C)C(C)=O,1.0,0.6205788002348765,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0060046177990409,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B10,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,IHept,CCCC(CCC)c1cccc(C(CCC)CCC)c1N2C(=C(Cl)N(C2=[Pd](Cl)Cl)c3c(cccc3C(CCC)CCC)C(CCC)CCC)Cl.Clc4cccnc4,0.0816940382618707,DMAc,CN(C)C(C)=O,1.0,0.5865426774143395,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0049133371020687,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
ELN032036-463_1_2_B11,Buchwald-Hartwig,13/11/2023,80.0,3.0,SIK2 Pyridinylaminopyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1n2nc(cc2C)C#N)n3cnc4cc(Nc5ccc(C)nn5)ccc34,1,bromobiphenyl,Brc1ccc(cc1)-c1ccccc1,1.313185070785071,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.9992990059829463,JosiPhosSL J009-1,NC1=C(C=CC=C1)C2=C([Pd]OS(C)(=O)=O)C=CC=C2.C[C@@H](P(C(C)(C)C)C(C)(C)C)[C]3[C](P(C4CCCCC4)C5CCCCC5)[C][C][C]3.[C]6[C][C][C][C]6.[Fe],0.0820721746656857,DMAc,CN(C)C(C)=O,1.0,0.5510451252791807,SIK2 Pyridinylbiphenylpyrazinylbenzimidazol,C[C@H](O)c1ccc(nc1-n1nc(cc1C)C#N)-n1cnc2cc(ccc12)N(c1ccc(cc1)-c1ccccc1)c1ccc(nn1)C ,0.0024353115019072,0,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",VLowYield
