rxn_id,rxn_type,rxn_date,temperature_deg_c,time_h,startingmat_1_name,startingmat_1_smiles,startingmat_1_eq,startingmat_2_name,startingmat_2_smiles,startingmat_2_eq,reagent_1_name,reagent_1_smiles,reagent_1_eq,catalyst_name,catalyst_smiles,catalyst_eq,solvent_1_name,solvent_1_smiles,solvent_1_fraction,startingmat_1_area%,product_1_name,product_1_smiles,product_1_area%,contains_water,additives_name_merged,additives_smiles_merged,additives_fraction_merged,YieldCategory
ELN032036-360_1_3_G8,Buchwald-Hartwig,14/04/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,Aminopyrazinylbenzimidazol,Cc1ccc(Nc2ccc3[nH]cnc3c2)nn1,1.2220760129492774,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.1706526614427422,QPhos,CC=C[CH2-].CC(C)(C)P(C1=C[CH-]C=C1)C(C)(C)C.C1=CC=C(C=C1)[C-]2C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6.Cl[Pd+].[Fe+2],0.1482476558321915,MeCN,CC#N,1.0,0.3848510302040469,Benzimidazoyl OPP,Cc1ccc(nn1)Nc1ccc2n(cnc2c1)-c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.1740300395560639,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-360_1_3_G9,Buchwald-Hartwig,14/04/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,Aminopyrazinylbenzimidazol,Cc1ccc(Nc2ccc3[nH]cnc3c2)nn1,1.20083547760419,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.1957256471174167,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.1223094179969982,MeCN,CC#N,1.0,0.1959674023697452,Benzimidazoyl OPP,Cc1ccc(nn1)Nc1ccc2n(cnc2c1)-c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.1318938480218106,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-360_1_3_G10,Buchwald-Hartwig,14/04/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,Aminopyrazinylbenzimidazol,Cc1ccc(Nc2ccc3[nH]cnc3c2)nn1,1.2575271341636185,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.108145841187956,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.1281312585411685,MeCN,CC#N,1.0,0.487453678732364,Benzimidazoyl OPP,Cc1ccc(nn1)Nc1ccc2n(cnc2c1)-c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.0976526046878371,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-360_1_3_G11,Buchwald-Hartwig,14/04/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,Aminopyrazinylbenzimidazol,Cc1ccc(Nc2ccc3[nH]cnc3c2)nn1,1.332968315646218,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.2481132203687764,Triisobutyl-Phosphatrane,CC(CN1CCN2CCN([P]1([Pd](C3=CC=C(C(F)(F)F)C=C3)Br)N(CC(C)C)CC2)CC(C)C)C,0.124094895804087,MeCN,CC#N,1.0,0.2616715544796382,Benzimidazoyl OPP,Cc1ccc(nn1)Nc1ccc2n(cnc2c1)-c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.2791646898138268,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-360_1_3_G12,Buchwald-Hartwig,14/04/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,Aminopyrazinylbenzimidazol,Cc1ccc(Nc2ccc3[nH]cnc3c2)nn1,1.293311723505912,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.106251990791889,XantPhos,CC1(C)C2=CC=CC3=C2OC4=C1C=CC=C4[P]([Pd](Cl)(CC=C)[P](C5=CC=CC=C5)3C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,0.1313111542763877,MeCN,CC#N,1.0,0.3816411343247729,Benzimidazoyl OPP,Cc1ccc(nn1)Nc1ccc2n(cnc2c1)-c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.2067436712124095,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-344_1_1_B1,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.5574714393895868,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.410871843104913,AlPhos,CCCCc1c(F)c(F)c(c(F)c1F)c2c(cc(C(C)C)c(c2C(C)C)c3cccc(OC)c3P(C45CC6CC(CC(C6)C4)C5)C78CC9CC(CC(C9)C7)C8)C(C)C.FC(F)(F)c%10ccc([Pd]Br)cc%10,0.0217455478670806,PhMe,Cc1ccccc1,1.0,0.0138631900472128,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.0581825501628327,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-344_1_1_B6,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.563096923169799,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.388660258159952,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0180105883141572,PhMe,Cc1ccccc1,1.0,0.055156365114989,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.0601042684337621,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-344_1_1_G6,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.5622907958873729,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.3950009220453965,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0170439875495463,MeCN,CC#N,1.0,0.4691636588857286,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.1532431536329061,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-344_1_2_B1,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.5574714393895868,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.410871843104913,AlPhos,CCCCc1c(F)c(F)c(c(F)c1F)c2c(cc(C(C)C)c(c2C(C)C)c3cccc(OC)c3P(C45CC6CC(CC(C6)C4)C5)C78CC9CC(CC(C9)C7)C8)C(C)C.FC(F)(F)c%10ccc([Pd]Br)cc%10,0.0217455478670806,PhMe,Cc1ccccc1,1.0,0.0102514717705431,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.0588288176144875,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-344_1_2_B6,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.563096923169799,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+],1.388660258159952,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0180105883141572,PhMe,Cc1ccccc1,1.0,0.0454241357959436,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.0583402116239553,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-344_1_2_G6,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.5622907958873729,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.3950009220453965,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0170439875495463,MeCN,CC#N,1.0,0.3354566919274837,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.2034535160855571,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-344_1_2_G10,Buchwald-Hartwig,10/03/2023,80.0,3.0,ODB01,Brc1ccc2c(OCCn3cc(I)nc23)c1,1,N-Methylpiperazine,CN1CCNCC1,1.563096923169799,Cs2CO3,[Cs+].[Cs+].[O-]C([O-])=O,1.3907670173731512,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0226646492170091,MeCN,CC#N,1.0,0.6532686409045838,ODB piperazine bromide,CN1CCN(CC1)c1cn2c(n1)-c1ccc(cc1OCC2)Br,0.0646783285618133,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-343_1_1_A1,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5737753451713667,DBU,C1CCN2CCCN=C2CC1,1.4561343615251874,AlPhos,CCCCc1c(F)c(F)c(c(F)c1F)c2c(cc(C(C)C)c(c2C(C)C)c3cccc(OC)c3P(C45CC6CC(CC(C6)C4)C5)C78CC9CC(CC(C9)C7)C8)C(C)C.FC(F)(F)c%10ccc([Pd]Br)cc%10,0.0381953174768414,PhMe,Cc1ccccc1,1.0,0.0039401822321935,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9782607459098728,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A2,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5559836176486437,DBU,C1CCN2CCCN=C2CC1,1.43967258006685,Amphos,Cl[Pd](C/C=C/C)[P](C1=CC=C(N(C)C)C=C1)(C(C)(C)C)C(C)(C)C,0.0540499490350207,PhMe,Cc1ccccc1,1.0,0.0092160309794563,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9483899462590076,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A3,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5535885930450244,DBU,C1CCN2CCCN=C2CC1,1.4374565854951162,BINAP,CS(O[Pd-2]1([P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C6C(C=CC=C6)=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9C=C4)C%10=C(C%11=C([NH2+]1)C=CC=C%11)C=CC=C%10)(=O)=O,0.0398269730993198,PhMe,Cc1ccccc1,1.0,0.0136746520021242,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.8687767787778903,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A4,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5269514375127904,DBU,C1CCN2CCCN=C2CC1,1.412810578946098,BippyPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=CC=NN1C2=C(C3=CC=CC=C3)N(C4=CC=CC=C4)N=C2C5=CC=CC=C5)(C(C)(C)C)C(C)(C)C,0.0396002833990483,PhMe,Cc1ccccc1,1.0,0.0102032163725853,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9620907513849356,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A5,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5464475539660545,DBU,C1CCN2CCCN=C2CC1,1.4308493448798745,cBridP,CC(P(C(C)(C)C)C1C(C2=CC=CC=C2)(C3=CC=CC=C3)C1)(C)C.C=CC[Pd]Cl,0.0504641406631133,PhMe,Cc1ccccc1,1.0,0.0019303536128304,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9712780681782188,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A6,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5385896686093703,DBU,C1CCN2CCCN=C2CC1,1.42357884282766,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.039720310059407,PhMe,Cc1ccccc1,1.0,0.0043616677192462,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9778372845961316,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A7,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.547221947234913,DBU,C1CCN2CCCN=C2CC1,1.4315658516237235,JosiPhosSL J009-1,NC1=C(C=CC=C1)C2=C([Pd]OS(C)(=O)=O)C=CC=C2.C[C@@H](P(C(C)(C)C)C(C)(C)C)[C]3[C](P(C4CCCCC4)C5CCCCC5)[C][C][C]3.[C]6[C][C][C][C]6.[Fe],0.0497726633531631,PhMe,Cc1ccccc1,1.0,0.0274382841451419,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.8840276709381144,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A8,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.551200930121932,DBU,C1CCN2CCCN=C2CC1,1.4352474023123185,QPhos,CC=C[CH2-].CC(C)(C)P(C1=C[CH-]C=C1)C(C)(C)C.C1=CC=C(C=C1)[C-]2C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6.Cl[Pd+].[Fe+2],0.0391297504880067,PhMe,Cc1ccccc1,1.0,0.005151633298656,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9716970543132938,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A9,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5496132279181452,DBU,C1CCN2CCCN=C2CC1,1.4337783821361565,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.0741116212732958,PhMe,Cc1ccccc1,1.0,0.0184453650497625,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.901669201981072,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A10,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5464475539660545,DBU,C1CCN2CCCN=C2CC1,1.4308493448798745,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0419375393719607,PhMe,Cc1ccccc1,1.0,0.0053525626067597,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9677024690105988,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A11,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5672587445350532,DBU,C1CCN2CCCN=C2CC1,1.4501048820724898,Triisobutyl-Phosphatrane,CC(CN1CCN2CCN([P]1([Pd](C3=CC=C(C(F)(F)F)C=C3)Br)N(CC(C)C)CC2)CC(C)C)C,0.035870258363215,PhMe,Cc1ccccc1,1.0,0.0106267188874702,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.97070954633554,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_A12,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5721411198308497,DBU,C1CCN2CCCN=C2CC1,1.4546222958545036,XantPhos,CC1(C)C2=CC=CC3=C2OC4=C1C=CC=C4[P]([Pd](Cl)(CC=C)[P](C5=CC=CC=C5)3C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,0.0466106300892034,PhMe,Cc1ccccc1,1.0,0.0184563717846933,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.952416357052978,False,Sodium trifluoroacetate,[Na+].[O-]C(=O)C(F)(F)F,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E2,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5440817735752892,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.4270875020998666,Amphos,Cl[Pd](C/C=C/C)[P](C1=CC=C(N(C)C)C=C1)(C(C)(C)C)C(C)(C)C,0.0371770826934858,MeCN,CC#N,1.0,0.0196718198163011,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9247503935916348,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E3,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.528493018554388,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.412679898924736,BINAP,CS(O[Pd-2]1([P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C5=C6C(C=CC=C6)=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9C=C4)C%10=C(C%11=C([NH2+]1)C=CC=C%11)C=CC=C%10)(=O)=O,0.0401631047361752,MeCN,CC#N,1.0,0.0,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.807373815533977,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E4,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.551200930121932,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.4336672438642433,BippyPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=CC=NN1C2=C(C3=CC=CC=C3)N(C4=CC=CC=C4)N=C2C5=CC=CC=C5)(C(C)(C)C)C(C)(C)C,0.0313248391327804,MeCN,CC#N,1.0,0.0095896779117778,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9573697567843368,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E5,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5308112352840788,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.4148224655806718,cBridP,CC(P(C(C)(C)C)C1C(C2=CC=CC=C2)(C3=CC=CC=C3)C1)(C)C.C=CC[Pd]Cl,0.0396849174499091,MeCN,CC#N,1.0,0.00269960926798,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.9459651432308852,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E6,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.551996001894708,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.4344020734630505,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0365522224153686,MeCN,CC#N,1.0,0.0091002360721024,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.957353043738606,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E7,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5261818124901028,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.4105438117397406,JosiPhosSL J009-1,NC1=C(C=CC=C1)C2=C([Pd]OS(C)(=O)=O)C=CC=C2.C[C@@H](P(C(C)(C)C)C(C)(C)C)[C]3[C](P(C4CCCCC4)C5CCCCC5)[C][C][C]3.[C]6[C][C][C][C]6.[Fe],0.0364950336710462,MeCN,CC#N,1.0,0.0,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.8360039595479327,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
ELN032036-343_1_1_E8,Buchwald-Hartwig,10/03/2023,80.0,3.0,OPP-Chloride,O=C1C2=CC3=C(N2CCN1C4=C(C(Cl)=CC=N4)C([H])=O)CC(C)(C)C3,1,N-Methylpiperazine,CN1CCNCC1,1.5672587445350532,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,1.4485083660458382,QPhos,CC=C[CH2-].CC(C)(C)P(C1=C[CH-]C=C1)C(C)(C)C.C1=CC=C(C=C1)[C-]2C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6.Cl[Pd+].[Fe+2],0.0499661660900168,MeCN,CC#N,1.0,0.0143584021273933,OPP Piperazine,CN1CCN(CC1)c1ccnc(c1C=O)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,0.969970096282113,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",HighYield
