rxn_id,rxn_type,rxn_date,temperature_deg_c,time_h,startingmat_1_name,startingmat_1_smiles,startingmat_1_eq,startingmat_2_name,startingmat_2_smiles,startingmat_2_eq,reagent_1_name,reagent_1_smiles,reagent_1_eq,catalyst_name,catalyst_smiles,catalyst_eq,solvent_1_name,solvent_1_smiles,solvent_1_fraction,startingmat_1_area%,product_1_name,product_1_smiles,product_1_area%,contains_water,additives_name_merged,additives_smiles_merged,additives_fraction_merged,YieldCategory
ELN032036-467_1_2_E1,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1392525883014073,KOH,[OH-].[K+],2.8851404018804327,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0818319397495587,PhMe,Cc1ccccc1,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0736394298388471,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_E4,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.231080193748208,KOH,[OH-].[K+],3.178227827099499,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0868247408475176,PhMe,Cc1ccccc1,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0976448698226392,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_F1,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.0815585825049088,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.820364216563752,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0858191418329684,PhMe,Cc1ccccc1,1.0,0.2827967728302816,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0978456724769747,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_F2,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2222231871099256,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.092035408537459,BrettPhos,C/C=C/C[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C3CCCCC3)C4CCCCC4,0.088518141379485,PhMe,Cc1ccccc1,1.0,0.6299957219155117,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0923836035671078,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_G1,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.130572899235837,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.8806519600246405,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0725881008522359,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.2651540256909954,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-467_1_2_G2,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.245512318348977,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.1433474176902494,BrettPhos,C/C=C/C[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C3CCCCC3)C4CCCCC4,0.0732016376293928,tAmOH,CCC(C)(C)O,1.0,0.1240370364639726,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.162843243931188,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_G4,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1740112757072385,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.1107407558192275,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0663994022633785,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1086908171774384,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_G6,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2292143814935326,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.0788036215117263,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0875823548271756,tAmOH,CCC(C)(C)O,1.0,0.2708940668342688,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.123429862302418,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_G11,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1497377291138535,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.9868093299185787,BippyPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=CC=NN1C2=C(C3=CC=CC=C3)N(C4=CC=CC=C4)N=C2C5=CC=CC=C5)(C(C)(C)C)C(C)(C)C,0.082985210445183,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0761205248474109,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_G12,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.130547960879242,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.81573707857585,AlPhos,CCCCC1=C(F)C(F)=C(C(F)=C1F)C2=C(C(C)C)C=C([C@]([C@]3=C([P@@]([C@]45C[C@@]6([H])C[C@](C5)([H])C[C@](C4)([H])C6)[C@]78C[C@@]9([H])C[C@](C8)([H])C[C@](C7)([H])C9)C(OC)=CC=C3)=C2C(C)C)C(C)C.CCCCC%10=C(F)C(F)=C(C(F)=C%10F)C%11=C(C(C)C)C=C([C@]([C@]%12=C([P@@]([C@]%13%14C[C@@]%15([H])C[C@](C%14)([H])C[C@](C%13)([H])C%15)[C@]%16%17C[C@@]%18([H])C[C@](C%17)([H])C[C@](C%16)([H])C%18)C(OC)=CC=C%12)=C%11C(C)C)C(C)C.C%19=C\CC/C=C\CC/%19.[Pd].[Pd],0.0338444564777486,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0640867910354018,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_H1,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2592152529815712,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.1599084354648497,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.081127160138834,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.2154581282991604,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-467_1_2_H2,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.289433560266411,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.266613258343884,BrettPhos,C/C=C/C[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C3CCCCC3)C4CCCCC4,0.0748775009060778,tAmOH,CCC(C)(C)O,1.0,0.1335237738703781,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1608643561390745,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_H4,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1661370764326473,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.948630610435244,XPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C=CC=C1)(C(C)(C)C)C(C)(C)C,0.0768767953617121,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1038187319698108,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_H6,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1803243789489155,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.9342051069693857,DiMeIHept Cl,CC(C)CC(CC(C)C)c1cccc(C(CC(C)C)CC(C)C)c1N2C(=C(Cl)N(C2=[Pd](Cl)C\C=C\c3ccccc3)c4c(cccc4C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C)Cl,0.0857714120631488,tAmOH,CCC(C)(C)O,1.0,0.3031418882294607,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1283940011766634,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_H11,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2207572112190972,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,3.0290461843446117,BippyPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=CC=NN1C2=C(C3=CC=CC=C3)N(C4=CC=CC=C4)N=C2C5=CC=CC=C5)(C(C)(C)C)C(C)(C)C,0.0775357256394803,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0810722044878282,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_1_2_H12,Buchwald-Hartwig,17/11/2023,80.0,4.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2208242208851992,Na2CO3,[Na+].[Na+].[O-]C([O-])=O,2.957354197574852,AlPhos,CCCCC1=C(F)C(F)=C(C(F)=C1F)C2=C(C(C)C)C=C([C@]([C@]3=C([P@@]([C@]45C[C@@]6([H])C[C@](C5)([H])C[C@](C4)([H])C6)[C@]78C[C@@]9([H])C[C@](C8)([H])C[C@](C7)([H])C9)C(OC)=CC=C3)=C2C(C)C)C(C)C.CCCCC%10=C(F)C(F)=C(C(F)=C%10F)C%11=C(C(C)C)C=C([C@]([C@]%12=C([P@@]([C@]%13%14C[C@@]%15([H])C[C@](C%14)([H])C[C@](C%13)([H])C%15)[C@]%16%17C[C@@]%18([H])C[C@](C%17)([H])C[C@](C%16)([H])C%18)C(OC)=CC=C%12)=C%11C(C)C)C(C)C.C%19=C\CC/C=C\CC/%19.[Pd].[Pd],0.039461144265023,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0766839733983357,True,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_A1,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.213024449213117,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,3.032652975872742,XPhos,CS(=O)(=O)O[Pd]c1ccccc1-c2ccccc2N.CC(C)c3cc(C(C)C)c(c(c3)C(C)C)-c4ccccc4P(C(C)(C)C)C(C)(C)C,0.0906955974084045,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1215339087394836,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_A2,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2247717067848922,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,3.014890948450269,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.0807803369958225,tAmOH,CCC(C)(C)O,1.0,0.0442575454982726,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.2669370173981481,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-467_2_1_A5,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.228522368596158,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,3.129023804236114,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0877980973047906,tAmOH,CCC(C)(C)O,1.0,0.0589132545339984,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.3009192508728042,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-467_2_1_A10,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1731059071816543,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,3.087875248496699,XPhos,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C(C(C)=C(C)C(C)=C2C)=C2[P]([Pd]3(OS(C)(=O)=O)C4=CC=CC=C4C5=CC=CC=C5[NH2]3)(C(C)(C)C)C(C)(C)C,0.0710723364443288,tAmOH,CCC(C)(C)O,1.0,0.3976702820454779,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1786714726964347,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_B1,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1206987629687473,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,2.7896144619553582,XPhos,CS(=O)(=O)O[Pd]c1ccccc1-c2ccccc2N.CC(C)c3cc(C(C)C)c(c(c3)C(C)C)-c4ccccc4P(C(C)(C)C)C(C)(C)C,0.0696641105647868,anisole,COc1ccccc1,1.0,0.2231910274580493,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0737016185511267,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_B5,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1495993646540927,K3PO4,[K+].[K+].[K+].[O-][P]([O-])([O-])=O,2.7054336871182776,GPhos,COc1ccc(OC(C)(C)C)c2c1[C]3(=C(C=CC=C3C(C)C)C(C)C)[Pd](Br)(c4ccc(cc4)C(F)(F)F)P2(C5CCCCC5)C6CCCCC6,0.0714807154207481,anisole,COc1ccccc1,1.0,0.3827834133082366,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1124968521325188,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_C2,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2859867584609683,TMSOK,[K].C[Si](C)(C)O,3.4237030551393337,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.0907262948525956,tAmOH,CCC(C)(C)O,1.0,0.215193303576594,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1825806599257085,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_C6,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2392325879996862,TMSOK,[K].C[Si](C)(C)O,3.2799546707367027,AlPhos,CCCCC1=C(F)C(F)=C(C(F)=C1F)C2=C(C(C)C)C=C([C@]([C@]3=C([P@@]([C@]45C[C@@]6([H])C[C@](C5)([H])C[C@](C4)([H])C6)[C@]78C[C@@]9([H])C[C@](C8)([H])C[C@](C7)([H])C9)C(OC)=CC=C3)=C2C(C)C)C(C)C.CCCCC%10=C(F)C(F)=C(C(F)=C%10F)C%11=C(C(C)C)C=C([C@]([C@]%12=C([P@@]([C@]%13%14C[C@@]%15([H])C[C@](C%14)([H])C[C@](C%13)([H])C%15)[C@]%16%17C[C@@]%18([H])C[C@](C%17)([H])C[C@](C%16)([H])C%18)C(OC)=CC=C%12)=C%11C(C)C)C(C)C.C%19=C\CC/C=C\CC/%19.[Pd].[Pd],0.0784215233378739,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.3442403119956024,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-467_2_1_C9,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1682058401469224,TMSOK,[K].C[Si](C)(C)O,3.1597541999388925,BrettPhos,COc1ccc(OC)c(c1P(C23CC4CC(CC(C4)C2)C3)C56CC7CC(CC(C7)C5)C6)c8c(cc(cc8C(C)C)C(C)C)C(C)C.FC(F)(F)c9ccc([Pd]Br)cc9,0.0736422410516076,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1970889277161387,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_C10,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1780924671926518,TMSOK,[K].C[Si](C)(C)O,3.332651616682379,XPhos,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C(C(C)=C(C)C(C)=C2C)=C2[P]([Pd]3(OS(C)(=O)=O)C4=CC=CC=C4C5=CC=CC=C5[NH2]3)(C(C)(C)C)C(C)(C)C,0.0738940997867071,tAmOH,CCC(C)(C)O,1.0,0.5065612563756009,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0744085366771134,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_C11,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.2387899906765691,TMSOK,[K].C[Si](C)(C)O,3.2594267489581283,AlPhos,CCCCc1c(F)c(F)c(c(F)c1F)c2c(cc(C(C)C)c(c2C(C)C)c3cccc(OC)c3P(C45CC6CC(CC(C6)C4)C5)C78CC9CC(CC(C9)C7)C8)C(C)C.FC(F)(F)c%10ccc([Pd]Br)cc%10,0.0757212375955062,tAmOH,CCC(C)(C)O,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.3473777714503429,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",MidYield
ELN032036-467_2_1_E2,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1664278206204943,TMSOK,[K].C[Si](C)(C)O,3.2045118268234947,tBuBrettPhos,C=CC[Pd](OS(=O)(C(F)(F)F)=O)[P](C1=C(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)C(OC)=CC=C1OC)(C(C)(C)C)C(C)(C)C,0.083712904633866,Dioxane,C1COCCO1,1.0,0.6399517617506375,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1081947257973605,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_E6,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1426467442986457,TMSOK,[K].C[Si](C)(C)O,3.129800848328184,AlPhos,CCCCC1=C(F)C(F)=C(C(F)=C1F)C2=C(C(C)C)C=C([C@]([C@]3=C([P@@]([C@]45C[C@@]6([H])C[C@](C5)([H])C[C@](C4)([H])C6)[C@]78C[C@@]9([H])C[C@](C8)([H])C[C@](C7)([H])C9)C(OC)=CC=C3)=C2C(C)C)C(C)C.CCCCC%10=C(F)C(F)=C(C(F)=C%10F)C%11=C(C(C)C)C=C([C@]([C@]%12=C([P@@]([C@]%13%14C[C@@]%15([H])C[C@](C%14)([H])C[C@](C%13)([H])C%15)[C@]%16%17C[C@@]%18([H])C[C@](C%17)([H])C[C@](C%16)([H])C%18)C(OC)=CC=C%12)=C%11C(C)C)C(C)C.C%19=C\CC/C=C\CC/%19.[Pd].[Pd],0.0758404032188075,Dioxane,C1COCCO1,1.0,0.0,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.1987710933793263,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
ELN032036-467_2_1_E9,Buchwald-Hartwig,22/01/2024,60.0,3.0,CMA13 (Nitrile),CN(CC#N)Cc1cc(Cl)ccc1NC(=O)OC(C)(C)C,1,2-Aminonicotinamide,NC(=O)c1cccnc1N,1.1633721372531864,TMSOK,[K].C[Si](C)(C)O,3.2526695775227847,BrettPhos,COc1ccc(OC)c(c1P(C23CC4CC(CC(C4)C2)C3)C56CC7CC(CC(C7)C5)C6)c8c(cc(cc8C(C)C)C(C)C)C(C)C.FC(F)(F)c9ccc([Pd]Br)cc9,0.0732771201375034,Dioxane,C1COCCO1,1.0,0.0045396568034648,aniline coupled BH product,CN(CC#N)Cc1cc(ccc1NC(=O)OC(C)(C)C)Nc1ncccc1C(=O)N,0.0873227584843271,False,NoAdditive,NoAdditive,"frozenset({nan, nan})",LowYield
