feature,importance
startingmat_1_smiles_emb_302,0.0010053658281935502
solvent_1_emb_182,0.001002558410760995
startingmat_2_smiles_emb_327,0.0009944171242777956
catalyst_emb_421,0.0009905097120424856
catalyst_emb_291,0.0009901814964291226
startingmat_2_smiles_emb_299,0.0009821852716996476
catalyst_emb_660,0.0009797462078539505
product_1_smiles_emb_346,0.0009736954083495405
catalyst_emb_367,0.0009710483479664347
solvent_1_emb_518,0.0009686478633379805
catalyst_emb_627,0.0009677964901574585
startingmat_1_smiles_emb_686,0.0009448655295084463
base_emb_556,0.0009441807484023828
catalyst_emb_596,0.0009371106197312717
base_emb_649,0.0009341974991403611
catalyst_emb_567,0.0009266135654396044
catalyst_emb_242,0.0009217073801356697
catalyst_emb_616,0.0009141535499150344
catalyst_emb_277,0.0009135707699212271
catalyst_emb_607,0.0009073328222442822
base_emb_602,0.0009012647789988318
catalyst_emb_316,0.0009006287090256509
base_emb_726,0.0008998470901874168
base_emb_201,0.0008994722093087524
product_1_smiles_emb_10,0.0008908568660803397
catalyst_emb_582,0.0008905994764541881
solvent_1_emb_573,0.0008842622554884285
catalyst_emb_749,0.0008841545064624921
base_emb_354,0.0008793440872458046
product_1_smiles_emb_730,0.0008727879584488706
base_emb_586,0.0008727673049285284
catalyst_emb_255,0.000872588632493115
catalyst_emb_576,0.0008700928688887425
base_emb_565,0.0008660118501758389
catalyst_emb_609,0.0008627762618852455
catalyst_emb_235,0.000861615573010919
catalyst_emb_466,0.0008616005699819912
catalyst_emb_610,0.0008562076630382935
catalyst_emb_285,0.0008539876044460365
catalyst_emb_622,0.0008539195062822666
catalyst_emb_593,0.0008472220177777074
catalyst_emb_696,0.0008459085707906612
solvent_1_emb_579,0.0008421644382727735
base_emb_561,0.0008406152294025756
base_emb_591,0.0008276023425197881
startingmat_1_smiles_emb_338,0.0008257326143952227
catalyst_emb_174,0.0008247211764320485
solvent_1_emb_535,0.0008217262211378952
solvent_1_emb_552,0.000816285820839637
solvent_1_emb_521,0.0008148393924598212
product_1_smiles_emb_735,0.0008022556019465965
catalyst_emb_46,0.0008015978068081499
solvent_1_emb_192,0.0007938981354556643
base_emb_595,0.0007935325096922475
base_emb_82,0.0007915948782484438
base_emb_166,0.000782076333194122
catalyst_emb_603,0.0007736009857616139
solvent_1_emb_549,0.0007723376625303038
catalyst_emb_91,0.0007666556550129479
product_1_smiles_emb_726,0.000765384002177915
catalyst_emb_695,0.0007650055166754172
startingmat_1_smiles_emb_339,0.0007637794574607623
catalyst_emb_612,0.0007608791966089328
solvent_1_emb_17,0.000759416596133
startingmat_1_smiles_emb_695,0.0007537155425626871
catalyst_emb_549,0.0007533838197477567
startingmat_1_smiles_emb_732,0.0007522275635865226
startingmat_1_smiles_emb_335,0.0007501236323350576
solvent_1_emb_324,0.0007485404718052404
startingmat_1_smiles_emb_334,0.000748012881524989
base_emb_560,0.0007460402754877756
base_emb_541,0.0007456028008033569
solvent_1_emb_582,0.0007423614645990835
catalyst_emb_469,0.0007421822076300755
solvent_1_emb_168,0.0007398979477646792
catalyst_emb_614,0.00073498323801249
product_1_smiles_emb_4,0.0007336649199121555
catalyst_emb_350,0.0007312675040850729
catalyst_emb_587,0.0007294785390188268
product_1_smiles_emb_745,0.0007288099787200132
catalyst_emb_684,0.000717582257435107
base_emb_678,0.000714929887538517
product_1_smiles_emb_723,0.0007141511913682558
catalyst_emb_334,0.0007072071271090449
solvent_1_emb_516,0.0007014685659664123
base_emb_433,0.000699959300225178
startingmat_1_smiles_emb_344,0.000699783014635276
catalyst_emb_302,0.0006932796887063867
