Unnamed: 0,reagent_type,reagent,count,reagent_type_numbered,embedding,morgan_fp
0,C,XantPhos,771.0,C1,"0.34233353,0.4961148,-0.83935815,-1.561791,0.33623618,-1.5832971,-1.1757776,0.07706831,-0.9801055,-0.6746533,0.51716495,0.5544716,-0.61963373,0.7284935,-0.4101284,1.0026726,-0.24616587,0.8806586,2.0357735,0.5973414,-2.1927738,-0.8318212,-1.0654151,0.3722223,0.54559433,-0.77486336,1.3664535,1.2328788,-1.2428012,-1.6680888,-1.7760603,-1.4060867,-1.2502606,1.572595,1.1771488,-0.63292164,-0.4685021,-1.5173242,-1.0034121,-0.39874804,0.45092157,-2.5885956,-0.8006003,1.9573241,0.14965948,0.7045813,0.1703428,-1.0442337,1.4242901,0.038318407,0.38380796,-0.31673405,1.2902807,-0.4900735,0.35665175,1.2533951,-0.3777665,-1.5688347,0.31181422,0.130536,-0.561461,2.0989451,0.04106166,1.5316842,-1.0908757,-1.1836445,-1.2538413,0.33852634,0.11740606,0.7344994,-0.66369724,-1.5817562,0.9224301,-0.5423212,1.4398181,0.5034593,-0.36087954,1.5062407,-0.10911653,-0.31745613,0.09933756,0.7941555,1.0712944,1.324432,-1.2649622,1.43095,0.78989637,-0.7334903,0.100483134,0.17013255,1.6555102,-0.31378442,0.7124695,1.8770595,-0.5125967,0.8171022,-0.33870342,-1.4611948,1.442771,0.59186786,-0.25866857,1.8340616,-1.8195604,1.1381534,1.1347344,0.83035547,0.9640487,0.11191556,-0.13262452,-0.2546286,-1.2756723,-0.8624542,-0.18918462,-1.33599,-0.13967389,-0.70663047,0.2072329,0.16499196,0.51658285,1.1617773,-1.2174001,-1.3333714,-1.860614,0.34815466,-1.2190926,0.39764407,0.5626605,-1.4169257,-0.26609132,1.3187834,0.26553604,-0.32358962,0.14844012,1.4185888,-0.23250405,0.7903811,1.6166712,-1.6381668,-0.9651938,-1.7308408,-0.52997315,1.3686085,-1.1046399,1.02904,-0.5531478,-1.8281198,1.5973486,-1.2355729,0.27475888,-0.35792902,0.30872357,-0.5984706,-0.37973922,-0.3213772,1.1376462,-1.0198438,2.908994,0.20272723,-0.853021,0.52323574,0.38024268,-1.38234,0.5512746,0.9205772,0.9050109,0.8771494,0.40952632,0.4509298,1.0273818,0.38947088,-0.42687413,0.093564846,0.34593883,-0.020220885,1.3884819,0.80859244,0.4422121,0.5242911,2.3430347,0.031861573,-0.23351361,0.30402955,-1.6102226,-1.0505081,-0.23224232,-2.4556446,1.3435864,0.15902941,-0.44499978,-1.1160058,0.755597,0.6447971,-0.2708687,-1.0929276,0.17925265,-1.1409355,0.3200022,-0.13059378,0.4389537,1.0642716,-1.8797742,0.51956415,-0.5188803,0.19433105,-1.0465512,0.0730028,0.101691775,1.1187426,-0.54468113,-0.0022133603,-1.0306348,0.5651202,-0.095070496,-0.23712142,0.72588354,0.24991909,0.10119611,-1.2666359,0.56259906,0.5554871,0.7795529,-0.27658105,2.3151762,0.12781872,-1.08762,1.4974397,1.2179589,0.49519405,-1.4137598,0.21170682,0.96618503,-1.487272,1.6675766,0.625237,-1.2561474,0.33775866,-0.031420063,-0.13187225,1.3828803,-1.7144052,-0.09957562,-0.5776482,-1.8721304,0.96068233,-0.62486416,-0.34247497,0.71590674,0.25498262,-1.0048889,-1.8629817,-0.5807515,-0.6419256,0.66078186,-1.4806542,0.012321868,-1.659484,0.13316648,-1.0724386,2.0424435,0.3410909,1.1970876,-2.5650194,0.8926757,0.6694407,-0.5401436,-0.44549286,-1.1199632,-0.45996562,-1.4756511,2.2592652,-0.7015294,-0.17407136,-0.22166274,-0.07583187,-0.0464012,-0.96465987,-1.918057,0.90234655,1.2619315,1.6190857,-0.6601517,-0.042962324,-0.2857515,-0.49739927,2.1710272,1.5002165,-0.7842625,-0.24806654,-0.9518346,0.19779362,-0.30018315,0.0595993,0.3587492,0.6078895,1.1035464,0.8590861,-0.19679013,0.33103445,-0.34284872,-0.13052745,-0.3744371,-1.4598857,2.6363063,-1.5356201,0.2359564,-0.3950263,-0.76995546,-0.14243668,-0.010417472,1.1395985,-1.3704561,0.4777763,-0.47656882,0.55544853,-0.31940562,0.42188126,0.009650214,0.99565536,0.675816,0.9410708,-0.5889431,-0.9431785,0.76307124,-0.09328556,1.0119784,0.5590607,-0.3601349,0.35437155,1.199345,0.38096744,-0.87583154,-1.9173716,-0.7202651,-1.1531992,-1.3713197,-0.97057223,-0.603359,0.42880258,-0.92678,-0.72864413,0.4749381,0.76771015,0.7839083,-0.3454169,1.2629576,0.37381917,-0.36277747,1.0035175,-0.17012493,-0.78960705,0.016174357,0.0869353,-1.189354,-0.32192656,-1.035506,-1.395209,-0.8116255,-0.8355807,-0.092269935,1.048682,1.1850941,-0.7443598,0.21824397,0.008694368,-1.0851225,-1.4863279,1.3508097,0.03169059,-1.0549159,1.0429398,-1.5098367,1.1613327,-1.2325392,0.5849719,0.5065861,0.68682164,-0.78126764,-0.5313966,1.9440657,1.4696134,-1.951144,0.015804375,-0.8754544,2.310609,0.29720858,0.52643037,0.43173295,-0.22875534,-0.2514663,-0.9351897,1.0288011,0.16290483,-1.0645661,-0.022486214,-0.20760895,0.59453684,0.33743414,1.0227762,0.77202344,0.58895403,-1.2914937,0.81374645,0.4544925,-0.97170717,-1.9179971,-1.1463624,-1.8939037,0.24108867,-0.10067545,-0.70252943,1.1530699,1.1902714,-1.0697789,-0.21207562,0.82448536,1.050503,2.118525,0.78368324,0.5966656,2.1896687,-0.90442574,-0.62994826,2.4026551,0.2525088,0.14623934,0.57432467,-1.8032371,1.0321927,-1.6813569,1.2840581,0.21031325,-0.22517954,0.3234996,-0.0066241636,-0.60978603,0.3204796,-0.97011524,1.9349403,1.48837,-0.3929119,-0.34543413,1.0804852,1.5399549,-0.0930901,-0.3995758,-0.9290215,0.61777526,0.21620241,0.16237092,0.4009746,0.17216814,0.26842254,-0.39209217,0.03903853,0.17909783,-0.58000445,1.1211449,1.2808424,-0.86301833,-0.24058004,0.01601858,-0.56467193,-0.9667026,1.3301123,-0.42037866,-0.7967745,0.005877851,1.9493012,-0.099018104,0.41960844,-1.1642978,2.729311,0.13824686,-0.20134781,-0.8944829,0.056946,0.19003984,-0.71392167,0.39589643,-0.22515498,0.09184888,0.24436298,-0.51571,-0.7822493,-0.08996223,0.18268701,1.0277697,1.5870403,1.0788934,0.9557174,-0.5933682,0.78578746,-1.6175132,0.384688,0.4832087,-0.33666757,0.72034776,-0.6039846,-0.72360986,0.91930103,-0.14064418,1.561071,-0.8243751,-0.32786453,1.2901074,0.8842445,0.11457338,1.5176814,0.5453473,1.4626871,-0.3416142,1.393891,-1.7255863,0.47189894,1.5641779,-1.3429009,0.52218074,0.5078354,-0.11959945,-1.0407201,-0.5362277,-2.5216439,0.8489928,-0.24118389,1.4072107,-0.76308745,-1.9194877,0.17923234,2.253549,-0.9991176,0.115765795,1.2824401,0.23973624,1.4583126,0.2982753,-1.177679,-0.37508285,0.7728831,0.8055517,-1.0152961,0.63898647,-0.76134276,-0.47012103,-0.5246147,-0.58506244,-1.5787605,0.3686946,-1.2148048,0.45899633,0.13113,-1.2421532,-0.8107064,-1.2076072,1.0511119,-0.47783878,-1.588453,-1.7186719,-0.08345405,-1.3883578,1.1055048,-0.90289134,0.08601197,0.41545248,0.16199866,-0.1693499,-0.8012639,0.095964715,-0.44736475,0.86022174,-0.8496713,-1.614935,-0.26144993,0.11928713,0.6073366,-1.544012,1.1786869,-1.3521546,-0.26926118,-1.1377003,-0.55738866,1.177333,-0.62015027,-1.2929492,1.0934775,1.6359841,-1.9349396,0.23263171,-1.5462153,0.0115924515,-0.25229165,-1.9985555,-0.30158737,-0.40746114,-0.29194352,1.0439361,0.7772488,-0.9066782,-0.40026224,0.78444874,-1.2502153,0.41711056,-0.68129176,-1.3716803,2.770671,-2.0132391,-0.63620824,-0.7036714,1.4551338,0.4705329,0.29709387,0.9877705,-0.42859638,0.026941841,-0.18223277,-1.68041,0.21241428,-1.3253579,0.021812586,-0.18745825,-0.11053222,-0.34410602,0.21199372,1.4265487,0.434777,-0.07976082,-0.8706163,-0.29886967,0.4041898,-0.3042559,0.5807514,0.19626558,-0.8640063,0.42037523,-0.30153888,0.21128105,-0.08431177,2.3997853,1.6047833,-0.4356323,-1.3789207,-0.41966802,0.5896737,0.9684174,0.7143347,-0.6908051,-2.16497,0.31795,-0.33445784,-0.56555986,0.38873708,3.298366,0.44429368,-1.0738118,1.3884455,0.43864587,-1.7831569,-0.8610336,-1.51209,-0.030542728,0.7177313,-0.05704225,-0.09682828,0.86921424,1.5360434,0.086310305,0.97185796,0.18921152,-1.3312825,-0.11791988,0.019102676,-1.3093132,-0.2609542,-0.58195263,-0.7247894,1.2636354,-1.8535024,-0.6732445,-0.006248484,-0.3047893,1.3984714,0.45384163,0.49439588,1.4316305,-1.3896551,0.3403443,0.3379648,0.2298219,0.79577935,-1.1050711,0.10466257,0.53158194,-1.0802162,-0.7525743,-1.7826009,0.77424985,1.5001283,0.9982014,-0.7329595,-0.2131077,1.7810552,-0.118284136,0.06639123,-0.39982694,1.9219556,-0.6411061,-0.13052239,0.23049638,-1.0538058,0.03604087,1.095157,-0.9895042,1.6123797,-0.17246518,2.1345897,0.34889215,0.700728,-1.2520374,0.7326727,0.34704867,1.982218,0.7040047,0.7054924,0.22804934,-2.2422721,-0.6821341,-0.5283715,-1.0480603,1.2781428,-0.4497332,-1.5652394,1.0983192,1.3148253,-0.2003441,0.93044734,-1.1449447,-0.821133,1.2373362,0.84710616,-0.012128488,-3.2033703,-0.6614654,-0.4148292,-0.7760585,-0.33930483,1.3977802,-0.6634547,-0.5965109,1.812582,-0.7184965,-0.029130999,-1.7815667,2.0130527,-0.39509112,0.14273645,-1.2392278,1.73863,0.5606646,0.54007155,0.5570153,-0.044735163,0.9342726,-0.86045766,-0.30533394,0.17819202,-0.6773913,-0.5812103,0.39185727,0.5652794","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1,C,XPhos,758.0,C2,"2.0341446,-0.44772962,-0.23407999,-0.8738327,0.7292327,-1.4736893,0.96575445,-0.28850043,-0.38444087,-0.6554109,-1.1599855,-0.6803151,0.01861909,0.1545033,-0.8555952,0.41495493,0.21654423,1.3978498,0.53207064,1.9560874,-1.9308488,-0.64658463,0.22920698,0.8859308,0.7707849,-1.739465,1.2820728,1.6399205,-0.5887119,0.19432697,-1.5248704,-1.7367655,-0.42129946,0.08573937,0.005295962,1.151883,-0.7996495,-0.39687237,-0.47407046,-0.92565626,0.12021147,-3.3577604,-0.20070617,1.3754554,1.1151333,0.48857126,1.4747587,-1.1021392,0.9301632,0.042998526,-0.20510526,-2.423333,0.4652644,1.0446568,-0.15709853,0.21211253,-0.0379276,-1.4988178,0.77897614,-0.24488734,-1.6812886,1.4849634,-0.28603396,2.0201192,-0.35955784,-0.64611536,-1.7843444,0.7603314,-0.5824906,-0.1349566,-0.14505729,-0.23663755,0.99684834,-0.45881727,-1.2194407,-0.26699007,-0.62242055,1.2070724,0.69191736,0.6830217,-0.31899354,1.8989396,-0.9550165,0.3933939,-0.9443055,0.7629402,1.2840021,-0.102216035,1.0826951,0.5109088,0.9240204,0.038120843,-0.13391915,0.8483984,-1.0167632,-0.7630208,-0.35966322,-0.15948017,0.30736762,1.6265709,0.0914312,0.6238179,-0.32805997,1.1033835,1.515406,0.7023573,0.20818496,-0.60697645,-1.3471318,-0.7259251,-0.109121464,1.1135374,-0.6669162,0.53646964,-0.7019975,-1.891534,0.93888277,-1.0793247,-0.3042795,0.7098642,-1.152249,-0.79138166,-1.6999328,-0.8747993,-1.7207283,1.5474936,1.1740009,-0.73340034,-0.64214504,0.5131885,0.038055364,-1.1682808,-0.9064418,0.54616636,0.19764955,0.90357727,0.9106418,-0.8569972,-1.2589554,-0.35815054,0.4882789,0.89898586,-0.24695475,0.40652213,-1.0809354,-2.3551936,1.1027244,-1.6857442,0.6566657,0.4160678,-0.41114318,-1.027807,0.70151937,-0.57439524,0.9298324,0.2978152,3.2533762,0.95667255,-0.5777539,-1.0465492,1.169917,0.44211578,1.1785343,1.5245751,0.9416382,0.8976155,0.5489503,-0.038670942,0.40563875,0.66222554,-0.73338157,1.2275442,-0.8813676,-1.3986312,0.01141192,-0.6116917,0.15427057,0.16396122,1.3924645,0.8406093,-1.1602718,0.82803106,-0.69737303,0.0903024,1.0136471,-0.95848876,0.66669434,-0.05356962,-0.05629806,-0.6988326,0.9364314,0.7263658,-0.035630144,-1.6922175,1.5548441,0.20460728,0.44546476,-0.8218689,1.4709945,1.6510706,-0.77987176,0.88703966,0.1916798,0.29289472,0.2343858,-0.14644098,-0.69928026,0.59050614,-1.0872667,-0.12025892,-1.076746,-0.7597382,2.0846689,-0.57651734,1.6953522,-0.4485687,-0.18753469,0.80005574,0.14761513,-0.36328122,-0.15532948,0.36032996,0.53535,-0.044308156,-0.64750135,0.4067356,2.3473556,-0.7367602,-1.6871618,2.043933,1.8426657,-0.9649548,0.37400004,0.8151537,-1.2021449,1.0487667,-0.20630613,0.054062095,0.7075449,-0.59191746,0.88469917,0.92910266,-1.8056993,0.56826967,-0.89594364,-2.0240917,-0.32449368,0.1175903,-2.0140746,-1.5949128,-0.025213595,-0.81021875,1.395742,-0.68320036,-0.51237303,-1.3393497,0.6646003,-0.32473323,0.90283793,-0.03747571,0.17448531,-1.7567827,2.04672,0.48209542,-1.5002798,0.27157164,0.7194528,-0.8296042,-1.2688701,0.5058605,-0.17049134,0.4388507,0.16905665,1.560682,-0.14420156,0.04174272,0.12503667,-0.305091,1.3237762,0.21236122,0.9651677,-0.3701585,-0.3585216,-0.42445865,1.4651501,-0.052172124,-0.7060002,-0.5222402,-0.18137324,1.2460897,0.045491878,-1.7240453,1.5180502,1.9775594,0.06125281,0.5034719,0.7986886,-0.059364304,0.43158683,-0.57539046,0.45117524,-0.46450445,1.9243929,-0.5034775,-0.26613846,-1.1942401,-0.87079906,0.011748267,0.94502324,0.58479273,-1.7785726,0.5148617,-0.12476182,0.39172995,0.41654316,0.65341645,0.108475275,-0.20376271,0.41018146,1.0668678,0.032244276,-0.24448162,0.3866379,-0.2744351,-0.37888744,1.0277407,0.65467465,0.1969012,2.229182,-0.049797446,-1.3811703,-2.1102965,-0.8925608,0.6590099,-0.6951907,0.0504937,0.11969504,0.2901096,-0.10495312,-0.6709665,1.0288194,1.2996397,0.60031855,0.23875226,0.68694156,-0.43074816,1.0945916,0.5373407,1.5551836,0.14539796,-0.60357,-0.18724206,0.35190293,0.23708123,-2.0619645,-1.8290516,-0.2763566,0.8047222,0.12634405,0.6714978,1.1223445,-0.29179078,0.82474905,0.6797069,-1.1870835,0.3629736,0.5132264,0.6804507,-1.8010066,1.0184618,0.09979339,0.11345175,-0.56855667,-0.22840154,0.5851917,0.15522784,-0.6778362,-0.54071903,1.2237825,1.7782047,-1.4994779,0.49757752,-0.072373204,-0.26555467,-0.61062753,-0.25593734,-0.12518032,0.9066493,0.38649836,-1.1152947,1.0855939,-0.43941262,-0.41214144,-1.3505906,-0.36234117,1.3447672,0.24739318,1.5284259,0.9810947,1.2781173,-1.2269162,0.9987266,-0.10566438,-0.1118891,-0.9084191,-1.5707338,-1.8761092,-0.21913101,-1.2448965,0.6485125,1.7540232,1.6713401,-1.051512,-1.3635058,0.43403673,1.2173845,2.5924175,0.22782212,1.117257,0.7808047,-0.9896847,0.27655149,1.6892105,0.67873806,0.66471046,-0.0030246906,-1.6451454,1.7512493,-0.33464575,0.33690333,2.2218986,-1.7708873,0.963459,1.1720445,-0.7052347,-0.9511869,1.2431332,1.3439951,1.0017194,-0.096189655,-0.9092255,-0.3900844,2.0391853,-1.0353113,-0.09002895,-0.10646545,1.2823484,0.5035614,-1.9278451,1.0055656,-1.712066,0.49442214,0.65843844,-1.2033436,1.0089372,-0.8981127,0.75568795,1.705497,-0.92692477,0.06860682,-0.2508261,-0.220793,-0.46359608,-1.0210352,-0.102032356,-1.405027,-0.13432686,1.2405598,0.29730836,-0.36954245,-0.25497335,1.6931984,-0.8294841,-0.596174,-0.41988197,-1.2083647,1.148305,0.073632434,-0.53785384,-0.09754446,0.11193024,-0.17038228,-1.193493,-0.26307234,0.49102768,-0.70054364,1.1268841,-0.89855397,0.932834,0.074257664,-1.3059547,-1.7195463,-1.2361525,0.08041193,0.39208108,-0.30043975,-0.16974886,-0.6343393,-0.4133046,1.3068787,-0.3715774,2.8815124,-0.7026599,-0.45300102,1.2141782,0.6877392,1.0076683,-0.25566545,1.0167305,0.57112914,-1.2582344,0.7477634,-0.735991,-1.3347168,1.4906331,0.4819631,0.6522637,0.36660913,-0.5901164,1.3681655,0.70615375,-0.944157,0.9349114,-1.0856408,2.5519264,-1.4334716,-1.5413388,-0.508376,0.14880733,-0.92310905,1.6159438,1.1760294,-2.2187858,1.3995271,0.9540648,-1.9199588,-0.27682164,0.7696423,-0.15370987,-1.0142508,1.1356673,-0.08612674,-0.069574095,0.832298,-1.3500193,-0.13675468,0.39697185,-0.59692556,0.047717657,0.81686467,-0.34892023,0.4512708,-0.38543427,-1.1737695,-0.028157204,-1.5972017,-0.930521,-0.6497879,-1.8732917,1.126021,-0.9425779,1.1349319,-0.34898496,0.7544562,0.6314075,-1.4315562,-0.3775709,0.09746671,-0.5664604,-1.9481884,-0.6674769,0.73915464,-0.48310825,-1.2159976,-1.3494238,0.67255574,0.11987172,-0.8610886,-1.0327163,-1.1392192,1.2243773,0.96669483,0.64096415,-0.5088018,1.784774,-1.2992666,0.2763566,0.4217898,0.94064045,-1.0497316,-1.123365,0.35810247,-0.09283618,-0.32498,0.9318435,0.34111995,0.27571082,-1.2143838,0.48843217,-0.47142786,0.3870631,0.8601977,-0.4630564,2.1545153,-1.0816361,-0.9533854,-1.2983093,0.71005905,-0.54810804,-0.47338867,1.7466024,0.36829242,-1.5008941,-0.8371608,-1.8195513,0.7161047,-1.4498683,0.93110716,-1.3391863,0.32720092,0.80351216,-0.7308395,0.21850349,0.14816491,-0.32040077,-1.342632,-0.8367206,-0.98136073,-0.67424685,-0.5653779,-0.42852968,-0.24348594,-0.023718826,0.36441904,0.033391863,-0.7015358,1.6359991,1.1318831,-0.19968107,-0.10189734,-1.620141,-0.32694522,0.94328934,0.8421011,1.0878446,-1.5069395,0.087773,0.5879403,-0.8991027,-0.11355779,1.8036561,0.12316799,-0.20398265,2.5387342,1.2229805,-0.69159377,-1.048332,-1.1385471,-0.17596972,0.5464213,0.0013883152,0.093886234,-0.542978,2.5018444,0.15773354,-0.17695144,0.7242552,-0.16438511,-1.4880714,0.3840174,-1.4628756,0.3998751,-1.2852935,-1.0148582,-0.17784128,-2.1024597,-0.6836267,0.048135526,0.18515116,0.57312006,-0.21804208,1.375538,0.58132637,-2.3164625,-0.03571045,-0.9017047,-0.19203322,-1.0417632,-1.4939153,-1.4751245,-0.15053397,-0.38557115,-0.4917864,-1.4247726,-0.13535617,0.725673,-0.41619903,-0.4935498,-0.73231804,0.8281456,-0.92028975,0.17828311,-1.31218,0.7298438,0.5179357,0.6045694,1.035405,-0.8540905,0.33097196,-0.03031556,-0.30312568,-0.18408217,1.2131795,1.1694912,-0.17385007,1.4659629,-0.9590034,0.60818833,-0.21478556,1.6057665,2.4893885,0.9174077,1.9438217,-1.3918107,-0.5725869,-0.34467444,-0.49788797,0.48076642,-0.115481965,-0.56612176,0.35141325,0.37672442,-0.6687677,0.86539066,-1.620439,-1.6686621,1.8369857,0.30302334,-0.84098685,-3.684947,-1.1914498,-0.9676447,0.7066657,-0.5038872,0.71948797,0.16676268,-0.8000008,1.1719725,-1.0225327,-0.06451889,-1.5628481,2.1780398,0.25931385,1.3163084,-1.1739465,2.4073176,-0.8560737,0.04747194,1.3866311,-0.29356033,0.72765726,-2.0805302,0.122747734,-0.48507234,-0.93823576,-0.09796069,-0.9815342,0.14281908","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
